Timestamp,FaultMode,FaultLabel,N1,N2,Thrust,FuelFlow,FanVersion,FanCycles,LPCVersion,LPCCycles,HPCVersion,HPCCycles,HPTVersion,HPTCycles,LPTVersion,LPTCycles,FlightStatus
2025-07-20 22:35:00,0,None,24579.55,5415.08,298066.87,0.0567,FAN_V2.2,6,LPC_V3.3,43,HPC_V3.3,176,HPT_V2.1,22,LPT_V1.6,27,1
2025-07-20 22:55:00,1,Fan Fault,26402.43,4918.38,254428.13,0.0499,FAN_V2.2,151,LPC_V3.4,134,HPC_V3.0,101,HPT_V2.1,190,LPT_V1.6,56,0
2025-07-20 23:15:00,2,LPC Fault,20258.42,4929.7,285276.28,0.0768,FAN_V2.1,20,LPC_V3.1,135,HPC_V3.1,198,HPT_V2.1,89,LPT_V1.5,60,0
2025-07-20 23:35:00,0,None,24653.85,4956.18,297441.08,0.0379,FAN_V2.1,66,LPC_V3.2,44,HPC_V3.1,194,HPT_V2.2,19,LPT_V1.5,160,0
2025-07-20 23:55:00,3,HPT Fault,24471.23,5154.17,262821.21,0.0714,FAN_V2.2,194,LPC_V3.4,174,HPC_V3.2,160,HPT_V2.1,38,LPT_V1.6,17,0
2025-07-21 00:15:00,3,HPT Fault,24676.99,4916.94,294491.73,0.0827,FAN_V2.2,162,LPC_V3.3,70,HPC_V3.0,90,HPT_V2.2,18,LPT_V1.6,118,1
2025-07-21 00:35:00,3,HPT Fault,24363.73,5049.64,278109.59,0.0515,FAN_V2.1,15,LPC_V3.3,73,HPC_V3.0,165,HPT_V2.0,157,LPT_V1.6,118,1
2025-07-21 00:55:00,4,Fuel Issue,25660.67,4828.78,286073.49,0.0552,FAN_V2.3,190,LPC_V3.1,115,HPC_V3.1,82,HPT_V2.2,121,LPT_V1.5,15,0
2025-07-21 01:15:00,3,HPT Fault,24957.96,5066.73,300563.1,0.0549,FAN_V2.1,88,LPC_V3.1,129,HPC_V3.1,10,HPT_V2.0,181,LPT_V1.6,112,0
2025-07-21 01:35:00,4,Fuel Issue,23460.25,4804.25,278335.6,0.0638,FAN_V2.3,157,LPC_V3.2,93,HPC_V3.2,72,HPT_V2.1,104,LPT_V1.6,173,1
2025-07-21 01:55:00,4,Fuel Issue,25513.98,4815.57,298044.09,0.0736,FAN_V2.1,162,LPC_V3.3,16,HPC_V3.2,24,HPT_V2.2,173,LPT_V1.6,72,1
2025-07-21 02:15:00,2,LPC Fault,24826.87,5375.36,273393.16,0.0476,FAN_V2.3,169,LPC_V3.2,85,HPC_V3.0,149,HPT_V2.2,36,LPT_V1.6,79,1
2025-07-21 02:35:00,3,HPT Fault,20442.56,5299.21,294815.48,0.0594,FAN_V2.1,153,LPC_V3.1,79,HPC_V3.3,164,HPT_V2.1,32,LPT_V1.5,165,1
2025-07-21 02:55:00,3,HPT Fault,24559.94,4774.9,321686.28,0.0613,FAN_V2.3,93,LPC_V3.1,92,HPC_V3.2,46,HPT_V2.0,87,LPT_V1.6,49,1
2025-07-21 03:15:00,1,Fan Fault,24218.79,5145.15,292215.14,0.0622,FAN_V2.1,40,LPC_V3.1,75,HPC_V3.0,129,HPT_V2.2,189,LPT_V1.5,169,0
2025-07-21 03:35:00,2,LPC Fault,22419.05,5094.29,313230.37,0.0735,FAN_V2.3,34,LPC_V3.4,39,HPC_V3.1,46,HPT_V2.2,159,LPT_V1.5,112,1
2025-07-21 03:55:00,0,None,27186.37,4897.76,270155.93,0.0587,FAN_V2.2,94,LPC_V3.2,113,HPC_V3.2,192,HPT_V2.2,114,LPT_V1.5,136,0
2025-07-21 04:15:00,1,Fan Fault,24111.45,5218.84,259613.03,0.0753,FAN_V2.2,121,LPC_V3.2,94,HPC_V3.3,118,HPT_V2.1,97,LPT_V1.6,41,1
2025-07-21 04:35:00,1,Fan Fault,23683.98,4914.62,269818.43,0.0435,FAN_V2.3,36,LPC_V3.3,13,HPC_V3.3,95,HPT_V2.2,26,LPT_V1.5,72,0
2025-07-21 04:55:00,0,None,25646.34,5014.66,265650.59,0.047,FAN_V2.1,70,LPC_V3.4,131,HPC_V3.1,111,HPT_V2.0,56,LPT_V1.6,89,1
2025-07-21 05:15:00,0,None,23328.43,5333.8,281106.13,0.045,FAN_V2.2,14,LPC_V3.4,128,HPC_V3.2,60,HPT_V2.1,20,LPT_V1.6,57,0
2025-07-21 05:35:00,0,None,23508.51,4945.46,244546.7,0.0595,FAN_V2.2,26,LPC_V3.3,37,HPC_V3.1,9,HPT_V2.1,120,LPT_V1.5,180,0
2025-07-21 05:55:00,3,HPT Fault,23538.13,5139.24,312734.34,0.0713,FAN_V2.2,158,LPC_V3.1,20,HPC_V3.0,65,HPT_V2.0,38,LPT_V1.6,28,1
2025-07-21 06:15:00,2,LPC Fault,23462.22,4778.69,323600.4,0.0606,FAN_V2.1,78,LPC_V3.1,12,HPC_V3.1,107,HPT_V2.2,159,LPT_V1.6,16,1
2025-07-21 06:35:00,0,None,24027.86,4995.17,287971.27,0.0586,FAN_V2.2,153,LPC_V3.1,161,HPC_V3.1,183,HPT_V2.0,74,LPT_V1.6,0,0
2025-07-21 06:55:00,4,Fuel Issue,22852.68,4890.63,284508.7,0.0546,FAN_V2.2,62,LPC_V3.4,47,HPC_V3.0,134,HPT_V2.1,17,LPT_V1.5,99,1
2025-07-21 07:15:00,3,HPT Fault,22574.31,5021.29,281175.34,0.075,FAN_V2.1,163,LPC_V3.4,95,HPC_V3.2,191,HPT_V2.0,91,LPT_V1.5,88,0
2025-07-21 07:35:00,1,Fan Fault,18698.06,5218.3,303691.28,0.0393,FAN_V2.3,169,LPC_V3.1,148,HPC_V3.2,34,HPT_V2.0,90,LPT_V1.6,164,0
2025-07-21 07:55:00,1,Fan Fault,23314.62,4925.71,263887.32,0.0522,FAN_V2.3,119,LPC_V3.4,161,HPC_V3.1,34,HPT_V2.0,183,LPT_V1.6,9,0
2025-07-21 08:15:00,2,LPC Fault,21778.85,5350.45,299035.18,0.0727,FAN_V2.1,12,LPC_V3.2,10,HPC_V3.2,79,HPT_V2.2,101,LPT_V1.6,64,1
2025-07-21 08:35:00,0,None,25443.34,4774.19,277132.2,0.0649,FAN_V2.3,49,LPC_V3.3,91,HPC_V3.0,167,HPT_V2.1,69,LPT_V1.5,94,1
2025-07-21 08:55:00,3,HPT Fault,21555.74,5142.6,281395.12,0.0563,FAN_V2.2,191,LPC_V3.4,98,HPC_V3.2,47,HPT_V2.1,177,LPT_V1.6,94,0
2025-07-21 09:15:00,4,Fuel Issue,25421.92,5088.85,279585.51,0.0716,FAN_V2.2,22,LPC_V3.4,20,HPC_V3.3,154,HPT_V2.0,139,LPT_V1.6,82,1
2025-07-21 09:35:00,0,None,21837.87,5123.19,293896.52,0.0569,FAN_V2.1,84,LPC_V3.3,78,HPC_V3.3,154,HPT_V2.2,109,LPT_V1.5,176,1
2025-07-21 09:55:00,3,HPT Fault,24652.27,4749.78,298860.41,0.0582,FAN_V2.2,115,LPC_V3.1,90,HPC_V3.3,70,HPT_V2.2,14,LPT_V1.5,171,1
2025-07-21 10:15:00,3,HPT Fault,22954.55,5209.8,274434.84,0.0459,FAN_V2.2,132,LPC_V3.2,7,HPC_V3.1,155,HPT_V2.2,112,LPT_V1.5,32,1
2025-07-21 10:35:00,0,None,20886.74,5121.2,265793.56,0.0775,FAN_V2.1,200,LPC_V3.3,92,HPC_V3.3,145,HPT_V2.0,154,LPT_V1.5,173,0
2025-07-21 10:55:00,3,HPT Fault,19836.14,5339.29,288165.26,0.059,FAN_V2.2,96,LPC_V3.4,19,HPC_V3.1,135,HPT_V2.1,101,LPT_V1.6,166,1
2025-07-21 11:15:00,2,LPC Fault,22910.16,5079.83,284435.48,0.071,FAN_V2.1,30,LPC_V3.1,47,HPC_V3.3,132,HPT_V2.1,143,LPT_V1.5,67,1
2025-07-21 11:35:00,2,LPC Fault,24228.46,5030.06,279545.82,0.0594,FAN_V2.3,115,LPC_V3.2,156,HPC_V3.2,177,HPT_V2.1,51,LPT_V1.5,34,1
2025-07-21 11:55:00,0,None,24615.6,4657.97,264777.22,0.0674,FAN_V2.2,45,LPC_V3.4,22,HPC_V3.2,170,HPT_V2.1,181,LPT_V1.5,140,0
2025-07-21 12:15:00,4,Fuel Issue,24341.73,4963.2,285276.51,0.0635,FAN_V2.2,77,LPC_V3.2,179,HPC_V3.1,92,HPT_V2.2,57,LPT_V1.5,51,1
2025-07-21 12:35:00,1,Fan Fault,22920.48,4844.34,287937.68,0.0502,FAN_V2.1,127,LPC_V3.1,92,HPC_V3.2,119,HPT_V2.2,33,LPT_V1.5,16,1
2025-07-21 12:55:00,2,LPC Fault,24816.51,4659.48,300437.33,0.0647,FAN_V2.2,184,LPC_V3.4,134,HPC_V3.3,196,HPT_V2.1,147,LPT_V1.5,32,0
2025-07-21 13:15:00,2,LPC Fault,24512.06,5196.54,309982.12,0.0701,FAN_V2.3,19,LPC_V3.4,119,HPC_V3.2,32,HPT_V2.2,163,LPT_V1.5,33,1
2025-07-21 13:35:00,3,HPT Fault,20318.25,4744.08,275627.72,0.0603,FAN_V2.3,15,LPC_V3.1,132,HPC_V3.1,77,HPT_V2.0,41,LPT_V1.6,57,1
2025-07-21 13:55:00,2,LPC Fault,25035.32,4854.85,287801.5,0.0524,FAN_V2.3,73,LPC_V3.1,64,HPC_V3.1,162,HPT_V2.2,70,LPT_V1.5,160,1
2025-07-21 14:15:00,2,LPC Fault,22776.96,4718.67,271151.5,0.0465,FAN_V2.3,137,LPC_V3.1,128,HPC_V3.1,151,HPT_V2.2,39,LPT_V1.5,168,1
2025-07-21 14:35:00,4,Fuel Issue,22048.25,5210.73,270759.02,0.0863,FAN_V2.3,155,LPC_V3.3,144,HPC_V3.0,7,HPT_V2.0,11,LPT_V1.6,166,1
2025-07-21 14:55:00,1,Fan Fault,24986.64,5036.97,272124.63,0.067,FAN_V2.3,107,LPC_V3.1,127,HPC_V3.2,164,HPT_V2.1,123,LPT_V1.5,175,1
2025-07-21 15:15:00,3,HPT Fault,22848.72,5024.4,323401.27,0.059,FAN_V2.2,117,LPC_V3.1,176,HPC_V3.0,40,HPT_V2.1,106,LPT_V1.6,118,1
2025-07-21 15:35:00,1,Fan Fault,26298.55,4859.36,284475.17,0.0777,FAN_V2.2,156,LPC_V3.2,80,HPC_V3.2,187,HPT_V2.1,102,LPT_V1.5,94,0
2025-07-21 15:55:00,4,Fuel Issue,22746.07,5362.49,295616.28,0.0544,FAN_V2.3,28,LPC_V3.3,61,HPC_V3.3,31,HPT_V2.1,115,LPT_V1.5,36,1
2025-07-21 16:15:00,0,None,25264.82,5194.51,294327.15,0.0443,FAN_V2.1,75,LPC_V3.4,157,HPC_V3.3,63,HPT_V2.0,83,LPT_V1.6,48,0
2025-07-21 16:35:00,1,Fan Fault,22545.73,4950.5,283883.5,0.0662,FAN_V2.2,132,LPC_V3.4,127,HPC_V3.2,127,HPT_V2.0,23,LPT_V1.6,129,1
2025-07-21 16:55:00,3,HPT Fault,24355.4,4732.93,290702.97,0.0661,FAN_V2.1,56,LPC_V3.3,12,HPC_V3.0,72,HPT_V2.1,152,LPT_V1.6,73,1
2025-07-21 17:15:00,4,Fuel Issue,25119.58,5216.16,297508.83,0.0646,FAN_V2.1,28,LPC_V3.4,34,HPC_V3.2,186,HPT_V2.1,103,LPT_V1.6,11,0
2025-07-21 17:35:00,3,HPT Fault,23859.67,4667.81,291444.27,0.0621,FAN_V2.1,146,LPC_V3.2,92,HPC_V3.2,18,HPT_V2.1,129,LPT_V1.6,140,1
2025-07-21 17:55:00,2,LPC Fault,24543.16,4744.65,268784.15,0.0705,FAN_V2.3,175,LPC_V3.1,32,HPC_V3.0,100,HPT_V2.1,86,LPT_V1.6,36,1
2025-07-21 18:15:00,1,Fan Fault,23920.89,5136.3,285424.78,0.0603,FAN_V2.3,131,LPC_V3.4,128,HPC_V3.0,11,HPT_V2.0,35,LPT_V1.6,121,1
2025-07-21 18:35:00,4,Fuel Issue,25876.57,4896.79,286441.81,0.0554,FAN_V2.2,39,LPC_V3.2,83,HPC_V3.2,41,HPT_V2.1,157,LPT_V1.6,151,1
2025-07-21 18:55:00,2,LPC Fault,23131.01,4938.17,288332.01,0.0552,FAN_V2.3,131,LPC_V3.4,144,HPC_V3.2,121,HPT_V2.0,94,LPT_V1.6,172,1
2025-07-21 19:15:00,0,None,26511.51,4821.08,282196.93,0.0556,FAN_V2.2,150,LPC_V3.3,176,HPC_V3.0,152,HPT_V2.1,67,LPT_V1.5,13,1
2025-07-21 19:35:00,4,Fuel Issue,26893.96,5039.31,300477.67,0.0451,FAN_V2.2,44,LPC_V3.4,37,HPC_V3.1,8,HPT_V2.2,179,LPT_V1.5,48,1
2025-07-21 19:55:00,0,None,24534.1,5177.93,286234.26,0.0707,FAN_V2.2,81,LPC_V3.4,38,HPC_V3.3,176,HPT_V2.0,105,LPT_V1.6,15,1
2025-07-21 20:15:00,1,Fan Fault,22965.42,5281.87,319483.47,0.0564,FAN_V2.3,54,LPC_V3.3,169,HPC_V3.3,134,HPT_V2.1,80,LPT_V1.5,117,1
2025-07-21 20:35:00,4,Fuel Issue,23108.99,5290.68,308693.58,0.0548,FAN_V2.2,140,LPC_V3.3,173,HPC_V3.2,156,HPT_V2.1,49,LPT_V1.5,71,1
2025-07-21 20:55:00,4,Fuel Issue,23159.63,4943.64,264833.24,0.0508,FAN_V2.2,58,LPC_V3.3,73,HPC_V3.1,176,HPT_V2.2,125,LPT_V1.6,122,1
2025-07-21 21:15:00,2,LPC Fault,21991.72,4846.44,284479.73,0.0623,FAN_V2.3,185,LPC_V3.3,73,HPC_V3.0,146,HPT_V2.2,139,LPT_V1.6,101,0
2025-07-21 21:35:00,2,LPC Fault,27101,4800.33,299764.84,0.0579,FAN_V2.1,75,LPC_V3.1,73,HPC_V3.0,88,HPT_V2.1,167,LPT_V1.6,122,1
2025-07-21 21:55:00,1,Fan Fault,23901.07,5134.96,268159.17,0.0638,FAN_V2.1,138,LPC_V3.3,143,HPC_V3.2,35,HPT_V2.0,157,LPT_V1.5,62,1
2025-07-21 22:15:00,0,None,24332.9,5098.49,289337.53,0.0846,FAN_V2.3,136,LPC_V3.2,163,HPC_V3.1,13,HPT_V2.0,105,LPT_V1.6,120,1
2025-07-21 22:35:00,0,None,22724.52,4893.8,275652.89,0.0544,FAN_V2.3,198,LPC_V3.2,1,HPC_V3.1,104,HPT_V2.2,121,LPT_V1.6,166,0
2025-07-21 22:55:00,1,Fan Fault,22725.23,5237.8,306307.56,0.0543,FAN_V2.2,83,LPC_V3.3,165,HPC_V3.0,196,HPT_V2.0,166,LPT_V1.5,136,0
2025-07-21 23:15:00,0,None,22335.29,5094.28,276716.65,0.0663,FAN_V2.1,107,LPC_V3.2,9,HPC_V3.3,126,HPT_V2.0,74,LPT_V1.5,2,1
2025-07-21 23:35:00,2,LPC Fault,24405.85,4696.85,308212.58,0.078,FAN_V2.3,155,LPC_V3.1,85,HPC_V3.2,116,HPT_V2.2,139,LPT_V1.6,34,1
2025-07-21 23:55:00,4,Fuel Issue,22774.42,4922.46,289287.98,0.0633,FAN_V2.2,70,LPC_V3.2,28,HPC_V3.2,41,HPT_V2.2,117,LPT_V1.6,47,1
2025-07-22 00:15:00,0,None,25317.09,5402.04,282345.79,0.052,FAN_V2.3,87,LPC_V3.3,145,HPC_V3.1,44,HPT_V2.2,163,LPT_V1.6,109,1
2025-07-22 00:35:00,4,Fuel Issue,21241.36,4853.81,284503.1,0.0779,FAN_V2.2,23,LPC_V3.4,171,HPC_V3.0,47,HPT_V2.0,122,LPT_V1.6,63,1
2025-07-22 00:55:00,0,None,22964.78,5044.76,284753.66,0.0719,FAN_V2.2,99,LPC_V3.2,114,HPC_V3.2,84,HPT_V2.1,149,LPT_V1.5,66,1
2025-07-22 01:15:00,2,LPC Fault,29053.86,4893.83,277658.41,0.0704,FAN_V2.3,61,LPC_V3.1,170,HPC_V3.0,119,HPT_V2.1,40,LPT_V1.6,175,1
2025-07-22 01:35:00,4,Fuel Issue,25363.78,5369.34,293758.92,0.0564,FAN_V2.3,198,LPC_V3.3,176,HPC_V3.0,163,HPT_V2.1,94,LPT_V1.5,56,0
2025-07-22 01:55:00,1,Fan Fault,25181.31,5221.74,297307.23,0.0651,FAN_V2.2,40,LPC_V3.4,155,HPC_V3.2,106,HPT_V2.2,140,LPT_V1.6,137,1
2025-07-22 02:15:00,1,Fan Fault,26133.35,5233.86,305732.38,0.0665,FAN_V2.1,175,LPC_V3.1,134,HPC_V3.3,135,HPT_V2.2,92,LPT_V1.5,144,1
2025-07-22 02:35:00,0,None,23665.76,5029.34,303097.63,0.0518,FAN_V2.1,141,LPC_V3.2,146,HPC_V3.1,42,HPT_V2.1,133,LPT_V1.6,29,1
2025-07-22 02:55:00,1,Fan Fault,24737.35,4921.33,285431.17,0.0728,FAN_V2.3,150,LPC_V3.4,23,HPC_V3.3,14,HPT_V2.1,33,LPT_V1.6,116,1
2025-07-22 03:15:00,4,Fuel Issue,24382.2,5009.29,264602.16,0.0675,FAN_V2.1,144,LPC_V3.4,172,HPC_V3.2,185,HPT_V2.0,101,LPT_V1.6,0,0
2025-07-22 03:35:00,1,Fan Fault,25290.97,5432.65,280383.33,0.0622,FAN_V2.3,19,LPC_V3.1,108,HPC_V3.2,179,HPT_V2.0,138,LPT_V1.5,17,1
2025-07-22 03:55:00,3,HPT Fault,24498.77,5315.49,283570.57,0.0628,FAN_V2.1,74,LPC_V3.4,46,HPC_V3.1,196,HPT_V2.2,186,LPT_V1.6,95,0
2025-07-22 04:15:00,3,HPT Fault,25215.79,5037.32,278303.5,0.0619,FAN_V2.2,97,LPC_V3.4,20,HPC_V3.1,167,HPT_V2.1,30,LPT_V1.5,137,1
2025-07-22 04:35:00,3,HPT Fault,26147.26,4794.7,286994.55,0.053,FAN_V2.3,33,LPC_V3.2,0,HPC_V3.0,76,HPT_V2.1,172,LPT_V1.6,136,1
2025-07-22 04:55:00,3,HPT Fault,26390.09,4695.36,276616.17,0.0638,FAN_V2.1,64,LPC_V3.4,88,HPC_V3.1,70,HPT_V2.0,185,LPT_V1.5,8,0
2025-07-22 05:15:00,3,HPT Fault,27131.05,4986.85,276672.01,0.0788,FAN_V2.3,197,LPC_V3.1,61,HPC_V3.1,17,HPT_V2.0,152,LPT_V1.5,114,0
2025-07-22 05:35:00,4,Fuel Issue,21103.97,4560.24,291600.22,0.055,FAN_V2.3,181,LPC_V3.1,62,HPC_V3.0,102,HPT_V2.1,59,LPT_V1.5,14,0
2025-07-22 05:55:00,1,Fan Fault,21957.53,5141.67,288657.01,0.0544,FAN_V2.3,75,LPC_V3.2,147,HPC_V3.2,147,HPT_V2.2,172,LPT_V1.6,60,1
2025-07-22 06:15:00,2,LPC Fault,21439.39,5174.49,294753.02,0.059,FAN_V2.1,170,LPC_V3.2,105,HPC_V3.2,70,HPT_V2.0,142,LPT_V1.5,160,1
2025-07-22 06:35:00,3,HPT Fault,27693.27,4785.98,262117.12,0.0531,FAN_V2.3,127,LPC_V3.1,88,HPC_V3.3,134,HPT_V2.1,178,LPT_V1.6,104,1
2025-07-22 06:55:00,1,Fan Fault,23908.83,5048.67,281381.46,0.0635,FAN_V2.2,97,LPC_V3.2,137,HPC_V3.3,61,HPT_V2.0,76,LPT_V1.5,118,1
2025-07-22 07:15:00,0,None,21496.92,5288.75,283767.73,0.0712,FAN_V2.3,106,LPC_V3.4,142,HPC_V3.1,99,HPT_V2.0,65,LPT_V1.5,84,1
2025-07-22 07:35:00,0,None,24685.45,5091.35,293546.51,0.0645,FAN_V2.2,95,LPC_V3.1,137,HPC_V3.1,13,HPT_V2.1,96,LPT_V1.5,18,1
2025-07-22 07:55:00,1,Fan Fault,25285.45,5265.83,287947.82,0.0671,FAN_V2.3,186,LPC_V3.2,122,HPC_V3.1,85,HPT_V2.1,3,LPT_V1.5,48,0
2025-07-22 08:15:00,0,None,23820.53,5288.02,274854.12,0.078,FAN_V2.3,194,LPC_V3.4,62,HPC_V3.1,101,HPT_V2.0,141,LPT_V1.6,72,0
2025-07-22 08:35:00,3,HPT Fault,23919.68,4713.84,286921.57,0.0532,FAN_V2.2,137,LPC_V3.3,78,HPC_V3.2,92,HPT_V2.2,127,LPT_V1.6,25,1
2025-07-22 08:55:00,3,HPT Fault,25681.29,4869.48,278307.25,0.0411,FAN_V2.2,53,LPC_V3.3,80,HPC_V3.3,11,HPT_V2.2,56,LPT_V1.5,4,0
2025-07-22 09:15:00,2,LPC Fault,23095.39,4515.22,261241.46,0.0676,FAN_V2.3,150,LPC_V3.4,75,HPC_V3.1,50,HPT_V2.1,58,LPT_V1.6,145,1
2025-07-22 09:35:00,1,Fan Fault,25571.6,5085.09,270495.36,0.0595,FAN_V2.2,141,LPC_V3.3,65,HPC_V3.3,185,HPT_V2.2,189,LPT_V1.6,117,0
2025-07-22 09:55:00,1,Fan Fault,23992.79,4768.33,307550.97,0.0688,FAN_V2.3,91,LPC_V3.2,35,HPC_V3.3,47,HPT_V2.2,164,LPT_V1.5,134,1
2025-07-22 10:15:00,0,None,23558.07,5005.38,288125.74,0.0396,FAN_V2.1,172,LPC_V3.1,1,HPC_V3.3,35,HPT_V2.2,59,LPT_V1.5,38,0
2025-07-22 10:35:00,0,None,23505.65,4863.6,269975.7,0.0572,FAN_V2.1,130,LPC_V3.4,95,HPC_V3.0,158,HPT_V2.2,170,LPT_V1.6,168,1
2025-07-22 10:55:00,3,HPT Fault,27595.37,5128.17,276432.32,0.0657,FAN_V2.1,2,LPC_V3.4,3,HPC_V3.0,135,HPT_V2.2,70,LPT_V1.6,4,1
2025-07-22 11:15:00,4,Fuel Issue,26798.71,5184.93,285894.46,0.0535,FAN_V2.3,173,LPC_V3.4,45,HPC_V3.0,24,HPT_V2.2,38,LPT_V1.5,49,1
2025-07-22 11:35:00,4,Fuel Issue,25396.45,5078.7,298427.9,0.0664,FAN_V2.3,65,LPC_V3.3,68,HPC_V3.3,20,HPT_V2.1,103,LPT_V1.6,144,1
2025-07-22 11:55:00,1,Fan Fault,26099.11,4892.95,304760.91,0.062,FAN_V2.3,58,LPC_V3.3,175,HPC_V3.0,167,HPT_V2.2,8,LPT_V1.5,103,1
2025-07-22 12:15:00,3,HPT Fault,28150.52,4862.16,311039.46,0.062,FAN_V2.2,142,LPC_V3.4,14,HPC_V3.0,179,HPT_V2.0,21,LPT_V1.6,111,1
2025-07-22 12:35:00,2,LPC Fault,22697.16,4903.22,280194.79,0.0642,FAN_V2.3,25,LPC_V3.1,58,HPC_V3.1,177,HPT_V2.2,121,LPT_V1.6,11,1
2025-07-22 12:55:00,0,None,25045.67,4885.26,284634.68,0.0814,FAN_V2.3,72,LPC_V3.1,45,HPC_V3.2,4,HPT_V2.0,150,LPT_V1.5,101,1
2025-07-22 13:15:00,0,None,27455.09,5087.26,285570.05,0.0612,FAN_V2.2,42,LPC_V3.2,145,HPC_V3.3,173,HPT_V2.2,84,LPT_V1.6,35,1
2025-07-22 13:35:00,0,None,25227.04,4795.44,281139.35,0.0433,FAN_V2.3,191,LPC_V3.3,13,HPC_V3.0,111,HPT_V2.0,19,LPT_V1.6,154,0
2025-07-22 13:55:00,4,Fuel Issue,24798.45,5129.44,277752.2,0.0757,FAN_V2.3,102,LPC_V3.3,7,HPC_V3.2,200,HPT_V2.1,125,LPT_V1.5,91,0
2025-07-22 14:15:00,4,Fuel Issue,21548.47,4707.13,288366.78,0.0705,FAN_V2.2,111,LPC_V3.2,174,HPC_V3.3,21,HPT_V2.2,75,LPT_V1.5,18,1
2025-07-22 14:35:00,0,None,27367.86,4908.22,301180.21,0.0596,FAN_V2.2,40,LPC_V3.4,162,HPC_V3.1,189,HPT_V2.1,81,LPT_V1.6,27,0
2025-07-22 14:55:00,0,None,23654.75,5176.73,294784.84,0.0442,FAN_V2.1,79,LPC_V3.4,92,HPC_V3.2,26,HPT_V2.0,22,LPT_V1.5,110,0
2025-07-22 15:15:00,3,HPT Fault,26953.08,5276.02,275616.56,0.064,FAN_V2.3,143,LPC_V3.4,26,HPC_V3.0,22,HPT_V2.1,141,LPT_V1.5,152,1
2025-07-22 15:35:00,4,Fuel Issue,24988.06,5052.13,276745.42,0.0533,FAN_V2.2,99,LPC_V3.1,74,HPC_V3.3,99,HPT_V2.0,185,LPT_V1.5,146,0
2025-07-22 15:55:00,4,Fuel Issue,23948.89,5234.55,293154,0.0563,FAN_V2.1,176,LPC_V3.4,43,HPC_V3.1,68,HPT_V2.1,68,LPT_V1.6,37,1
2025-07-22 16:15:00,0,None,25543.4,4430.29,302231.49,0.0426,FAN_V2.1,112,LPC_V3.3,107,HPC_V3.2,123,HPT_V2.0,92,LPT_V1.6,63,0
2025-07-22 16:35:00,3,HPT Fault,23275.12,4776.07,265579.78,0.0716,FAN_V2.3,158,LPC_V3.2,117,HPC_V3.0,34,HPT_V2.1,1,LPT_V1.6,85,1
2025-07-22 16:55:00,4,Fuel Issue,23064.6,5069.3,284296.19,0.0648,FAN_V2.2,85,LPC_V3.4,85,HPC_V3.3,166,HPT_V2.2,34,LPT_V1.6,82,1
2025-07-22 17:15:00,4,Fuel Issue,24153.64,4743.4,299944,0.0551,FAN_V2.3,52,LPC_V3.4,80,HPC_V3.1,101,HPT_V2.1,74,LPT_V1.6,147,1
2025-07-22 17:35:00,1,Fan Fault,20886.84,4914.38,307511.4,0.0685,FAN_V2.2,97,LPC_V3.3,100,HPC_V3.2,29,HPT_V2.2,51,LPT_V1.5,174,1
2025-07-22 17:55:00,4,Fuel Issue,23302.7,4930.15,280175.47,0.0808,FAN_V2.1,187,LPC_V3.4,53,HPC_V3.3,74,HPT_V2.2,17,LPT_V1.6,172,0
2025-07-22 18:15:00,3,HPT Fault,24763.87,5086.01,300454.25,0.0624,FAN_V2.1,163,LPC_V3.3,61,HPC_V3.2,168,HPT_V2.0,183,LPT_V1.6,96,0
2025-07-22 18:35:00,0,None,23481.92,4960.73,283925.98,0.0596,FAN_V2.2,154,LPC_V3.4,149,HPC_V3.3,136,HPT_V2.2,177,LPT_V1.6,139,1
2025-07-22 18:55:00,0,None,25455.26,5010.39,295989.6,0.0592,FAN_V2.2,180,LPC_V3.1,27,HPC_V3.1,168,HPT_V2.2,90,LPT_V1.5,165,0
2025-07-22 19:15:00,4,Fuel Issue,24157.27,4600.36,298744.92,0.0635,FAN_V2.1,145,LPC_V3.4,84,HPC_V3.3,27,HPT_V2.0,25,LPT_V1.6,56,1
2025-07-22 19:35:00,4,Fuel Issue,25996.02,4420.75,316325.62,0.0586,FAN_V2.3,133,LPC_V3.2,114,HPC_V3.2,100,HPT_V2.1,173,LPT_V1.5,88,1
2025-07-22 19:55:00,0,None,26216.37,4792.02,294191.61,0.0495,FAN_V2.2,27,LPC_V3.3,106,HPC_V3.0,29,HPT_V2.2,36,LPT_V1.6,79,1
2025-07-22 20:15:00,2,LPC Fault,22752.46,5382.81,282139.76,0.0622,FAN_V2.2,53,LPC_V3.4,89,HPC_V3.3,24,HPT_V2.1,184,LPT_V1.6,81,0
2025-07-22 20:35:00,0,None,25740.14,5099.14,287256.28,0.0636,FAN_V2.2,12,LPC_V3.1,5,HPC_V3.2,165,HPT_V2.0,173,LPT_V1.5,62,1
2025-07-22 20:55:00,4,Fuel Issue,28806.83,4988.48,288016.49,0.0705,FAN_V2.1,142,LPC_V3.2,84,HPC_V3.3,118,HPT_V2.0,103,LPT_V1.5,47,1
2025-07-22 21:15:00,3,HPT Fault,26211.05,5237.41,294580.95,0.0486,FAN_V2.2,8,LPC_V3.2,115,HPC_V3.3,99,HPT_V2.0,180,LPT_V1.5,52,0
